freq 24 and up ,collocate ,有對有錯,有對有錯error type,,有對有錯error type,freq
"593,127,趟,旅程,0.014502279460430145,0.012219749391078949,Nf,Na",1,,,,,
這 [1]{趟} [2]{旅程} 讓 李青亮 反思 並 找尋 屬於 自己 的 內在 力量,1,,,,,
這 [1]{趟} [2]{旅程} 除 訪問 南美洲 唯一 邦交國 巴拉圭,1,,,,,
已經 為 這 [1]{趟} [2]{旅程} 付出 七百 至 七百三十五 美元,1,,,,,
為了 這 [1]{趟} [2]{旅程},1,,,,,
一 [1]{趟} [2]{旅程} 下來,1,,,,,
"594,127,隻,天鵝,0.015699610114097595,0.011134205386042595,Nf,Na",1,,,,,
本週 在 中 東部 安省 地區 發現 的 兩 [1]{隻} 死 [2]{天鵝},1,,,,,
兩 [1]{隻} [2]{天鵝} 是 在 安 省 沼澤地區 被 發現,1,,,,,
從 十二 [1]{隻} 死 [2]{天鵝} 身 上 採集 的 檢體,1,,,,,
並 在 第一 [1]{隻} [2]{天鵝} 發現 地點 設立 安全區,1,,,,,
捷克 東南部 的 柯斯提塞 村落 發現 兩 [1]{隻} 死亡 的 野 [2]{天鵝},1,,,,,
"595,127,紙,公文,0.012935524806380272,0.012656272388994694,Nf,Na",1,,,,,
台灣省 政府 於 民國 四十一年 發給 台灣 土地 銀行 一 [1]{紙} [2]{公文},1,,,,,
但 卻 被 大法官 會議 以 一 [1]{紙} 行政院 [2]{公文} 推翻 立法院 決議 的 有效性,1,,,,,
蘇 起出 示 一 [1]{紙} [2]{公文} 表示,1,,,,,
抨擊 行政院 用 一 [1]{紙} [2]{公文},1,,,,,
卻 僅 以 一 [1]{紙} 更正 [2]{公文} 草率 交代,1,,,,,
"596,126,張,單曲,0.01485749427229166,0.009585295803844929,Nf,Na",1,,,,,
這 [1]{張} [2]{單曲} 於 一月 底 在 日本 發行 後,1,,,,,
和 前 兩 [1]{張} 溫和 的 [2]{單曲} 比起來,1,,,,,
樂團 這 [1]{張} 新 [2]{單曲},1,,,,,
隨著 這 [1]{張} 新 [2]{單曲} 的 發行,1,,,,,
有關 這 [1]{張} 新 [2]{單曲},1,,,,,
"597,126,位,同學,0.00927097350358963,0.006196168251335621,Nf,Na",1,y,,,,
在 各 [1]{位} [2]{同學} 即將 進入 學年 教育 之際,1,,,,,
為 五百三十 [1]{位} [2]{同學} 舉辦 成年禮,1,,,,,
必要 時 台東 地檢署 以 緩 起訴 處分金 提供 二 [1]{位} [2]{同學} 獎助學金,1,,,,,
對 各 [1]{位} [2]{同學} 最 直接,1,,例句有斷錯或詞性錯,,,
那 [1]{位} 扔餅 的 [2]{同學} 站出來,1,,,,,
"598,126,座,燈塔,0.014134248718619347,0.008702707476913929,Nf,Na",1,,,,,
就 像 一 [1]{座} 長明 的 [2]{燈塔},1,,,,,
一 [1]{座} [2]{燈塔} 在 碧波 盪漾 間 清晰 可 辨,1,,,,,
鄰近 高地 坐落 一 [1]{座} 外垵 [2]{燈塔},1,,,,,
再造 一 [1]{座} 巴洛克式 [2]{燈塔},1,,,,,
目前 這 [1]{座} 聳立 在 打 狗 港口 的 [2]{燈塔},1,,,,,
"599,125,平方公里,土地,0.006110304966568947,0.009135797619819641,Nf,Na",1,,,,,
在 數萬 [1]{平方公里} 的 [2]{土地} 上,1,,,,,
在 珠海 西部 有 二十五 [1]{平方公里} [2]{土地},1,,,,,
俄羅斯 將 向 中國 轉交 大約 三百多 [1]{平方公里} [2]{土地},1,,,,,
平均 每 [1]{平方公里} [2]{土地} 比 五 年 前 增加 兩百六十八 人,1,,,,,
中國 每 年 平均 減少 一千兩百八十三 [1]{平方公里} 的 沙漠 [2]{土地},1,,,,,
"600,125,位,畫家,0.0130030307918787,0.004221695475280285,Nf,Na",1,,,,,
另外 一 [1]{位} 善用 雙手 的 [2]{畫家} 七十一 歲,1,,,,,
一 [1]{位} 青年 插 [2]{畫家} 張瑞廷 聽到 了 她 的 訪問,1,,,,,
南投 看守所 邀請 賴 秀美 與 蔡進忠 兩 [1]{位} [2]{畫家},1,,,,,
為 這 [1]{位} 百 歲 [2]{畫家} 的 人生 和 成就,1,,,,,
張寬煜 特別 感謝 九 [1]{位} [2]{畫家},1,,,,,
"601,125,位,立委,0.008417523466050625,0.006911332253366709,Nf,Na",1,,,,,
從 某 [1]{位} [2]{立委} 今天 開完 中執會 後,1,,,,,
兩百二十五 [1]{位} [2]{立委} 也 是 柯建銘 選民 服務 的 對象,1,,,,,
黨團 八十九 [1]{位} [2]{立委} 全力 動員,1,,,,,
出席 的 兩百零七 [1]{位} [2]{立委} 中,1,,,,,
林春德 與 林 正 二兩 [1]{位} 原住民 [2]{立委},1,,,,,
"602,125,台,電腦,0.005074188578873873,0.0027078837156295776,Nf,Na",1,,,,,
短短 一 個 月 約 有 四萬 [1]{台} [2]{電腦} 受害,1,,,,,
裏面 設置 八 [1]{台} 先進 [2]{電腦},1,,,,,
在 歐洲 動員 三千 [1]{台} [2]{電腦},1,,,,,
並 查封 四百四十六 [1]{台} [2]{電腦},1,,,,,
至少 要 十 [1]{台} 以上 [2]{電腦},1,,,,,
"603,125,隻,老鷹,0.015117784030735493,0.011061270721256733,Nf,Na",1,,,,,
每 位 戰士 肩 上 都 繡有 一 [1]{隻} 嘴巴 大大 張開 的 [2]{老鷹},1,,,,,
北愛爾蘭 名將 克拉克 今天 抓下 兩 [1]{隻} 大 [2]{老鷹} 和 五 隻 小鳥,1,,,,,
醫院 內 總共 三十七 [1]{隻} [2]{老鷹} 遭到 撲殺,1,,,,,
一 [1]{隻} [2]{老鷹} 以及 零柏忌 的 完美 表現,1,,,,,
他 在 第一 天 曾 抓下 七 [1]{隻} 小鳥 和 一 隻 大 [2]{老鷹},1,,,,,
"604,125,公里,計時賽,0.016420893371105194,0.008452163077890873,Nf,Na",1,,,,,
在 男子 一 [1]{公里} [2]{計時賽} 中,1,,,,,
內含 一段 五百二十九 [1]{公里} 特別 [2]{計時賽},1,,,,,
黃合旬 在 女子 二十四 [1]{公里} [2]{計時賽},1,,,,,
美國 資深 騎士 朱利謝 五 日 贏得 揭幕 賽段 四點八 [1]{公里} [2]{計時賽} 冠軍,1,,,,,
參加 大禹嶺 至 武嶺 全長 十 [1]{公里} 的 爬坡 [2]{計時賽},1,,,,,
"605,125,公頃,校地,0.009583191014826298,0.008104203268885612,Nf,Na",1,,,,,
坐擁 近 十 [1]{公頃} 的 [2]{校地},1,,,,,
六十 [1]{公頃} 的 雲 科大 [2]{校地},1,,,,,
未來 七十多 [1]{公頃} [2]{校地} 的 使用 方式,1,,,,,
包括 二十三 [1]{公頃} [2]{校地},1,,,,,
釋出 十五萬九千餘 [1]{公頃} 閒置 [2]{校地},1,,,,,
"606,124,片,旗海,0.012442618608474731,0.009803354740142822,Nf,Na",1,,,,,
形成 一 [1]{片} [2]{旗海},1,,,,,
形成 一 [1]{片} [2]{旗海},1,,,,,
現場 一 [1]{片} [2]{旗海},1,,,,,
現場 一 [1]{片} [2]{旗海} 熱鬧 非凡,1,,,,,
德國 首都 柏林市 的 布蘭 登堡 九 日 一 [1]{片} [2]{旗海},1,,,,,
"607,124,場,苦戰,0.013904650695621967,0.006521113682538271,Nf,Na",1,,,,,
兩 [1]{場} [2]{苦戰} 近 五 個 小時,1,,,,,
剛 經歷 完 和 台銀 的 四 [1]{場} [2]{苦戰} 之後,1,,,,,
上 半 [1]{場} [2]{苦戰},1,,,,,
與 義大利 之 戰 會 是 一 [1]{場} [2]{苦戰},1,,,,,
將 有 一 [1]{場} [2]{苦戰},1,,,,,
"608,124,齣,劇,0.013585335575044155,0.012162404134869576,Nf,Na",1,,,,,
這 [1]{齣} [2]{劇} 由 十鼓 擊樂團 團長 謝 十 及 音樂家 陳明志 共同 創作,1,,,,,
這 [1]{齣} [2]{劇} 要 呈現 是 對 愛情 的 掙扎 和 階級 問題,1,,,,,
所以 果陀 劇場 製作 這 [1]{齣} [2]{劇} 的 初衷 絕非 刻意 諷刺 台灣 現階段 所 面臨 的 種種 狀況,1,,,,,
這 [1]{齣} [2]{劇} 意象 流轉,1,,,,,
這 [1]{齣} [2]{劇} 是 首 次 專 為 成人 觀眾 而 製作 的 現代 偶 劇,1,,,,,
"609,124,句,名言,0.01726345717906952,0.011751160956919193,Nf,Na",1,,,,,
肖像 旁邊 還 附錄 她 的 一 [1]{句} [2]{名言},1,,,,,
他 曾 有 [1]{句} [2]{名言},1,,,,,
他 想到 迪士尼 創辦人 的 一 [1]{句} [2]{名言},1,,,,,
都 要 謹記 這 兩 [1]{句} [2]{名言},1,,,,,
股市 有 [1]{句} [2]{名言},1,,,,,
"610,124,組,組長,0.007610229309648275,0.005780115257948637,Nf,Na",1,,,,,
隨後 由 各 [1]{組} [2]{組長} 簡介 業務 及 回答 問題,1,,,,,
國中 小學 教職員 員額 編制 各 [1]{組} 設 [2]{組長} 一 人,1,,,,,
隨後 各 [1]{組} [2]{組長} 簡介 業務 及 回答 問題,1,,,,,
各 [1]{組} [2]{組長} 業務 報告,1,,,,,
都 是 代表 夫人 張 美 和 女士 和 各 [1]{組} [2]{組長} 夫人 親手 做 的 拿手菜,1,,,,,
"611,123,張,偽鈔,0.014151140116155148,0.0076560671441257,Nf,Na",1,,,,,
去年 發現 九百八十七 [1]{張} 面值 為 五千 韓元 的 [2]{偽鈔},1,,,,,
來 澳門 使用 一百八十多 [1]{張} [2]{偽鈔},1,,,,,
在 五 間 店舖 起 回 另外 五 [1]{張} 懷疑 五百 港元 [2]{偽鈔},1,,,,,
以 兩 [1]{張} 千 元 [2]{偽鈔},1,,,,,
聲稱 其中 一 [1]{張} 為 [2]{偽鈔},1,,,,,
"612,123,場,官司,0.01130773313343525,0.00597268296405673,Nf,Na",1,,,,,
在 洛杉磯 這 [1]{場} 詐騙 [2]{官司} 中,1,,,,,
洛杉磯 這 [1]{場} [2]{官司} 顯示,1,,,,,
但 這 [1]{場} [2]{官司} 仍 處於 搜證 階段,1,,,,,
這 [1]{場} [2]{官司} 已 拖 了 很 久,1,,,,,
引發 一 [1]{場} [2]{官司},1,,,,,
"613,123,個,成員國,0.011965321376919746,0.00415141461417079,Nf,Na",1,,,,,
全球 有 八十二 [1]{個} 奧會 [2]{成員國} 兩千六百 名 運動員,1,,,,,
目前 有 六 [1]{個} [2]{成員國},1,,,,,
迄 今 共 十五 [1]{個} [2]{成員國} 批准 歐憲,1,,,,,
包括 八 [1]{個} 新 [2]{成員國},1,,,,,
除了 六 [1]{個} [2]{成員國},1,,,,,
"614,123,束,鮮花,0.014470964670181274,0.013791308738291264,Nf,Na",1,,,,,
因此 所有 中 執委 合寫 一 張 卡片 附上 一 [1]{束} [2]{鮮花},1,,,,,
今天 帶 了 一 [1]{束} [2]{鮮花} 為 王毓雅 站台,1,,,,,
本來 這 個 男子 指望 這 [1]{束} [2]{鮮花},1,,,,,
精心 挑選 了 一 [1]{束} 不易 引起 過敏 的 [2]{鮮花} 獻給 霍金,1,,,,,
以 第五十五 順位 跑回 終點 時 手 上 竟然 捧 著 一 [1]{束} [2]{鮮花},1,,,,,
"615,123,件,賄選案,0.009031432680785656,0.006250785198062658,Nf,Na",1,,,,,
這 也 是 今年 三合一 選舉 台東 第一 [1]{件} 參選人 遭 收押 的 [2]{賄選案},1,,,,,
台南 地檢署 昨天 在 台南縣 查獲 兩 [1]{件} 現金 [2]{賄選案},1,,,,,
花蓮 地檢署 也 已 起訴 十餘 [1]{件} [2]{賄選案},1,,,,,
但 今天 出現 一 [1]{件} 角色 錯亂 的 [2]{賄選案},1,,,,,
這 [1]{件} [2]{賄選案} 由於 與 陳定南 沒有 關係,1,,,,,
"616,122,把,火,0.011076575145125389,0.006136900279670954,Nf,Na",1,,,,,
一 [1]{把} 無名 [2]{火} 後,1,,,,,
這 [1]{把} [2]{火} 顯然 是 由 艾塔 的 一 支 卡勒玻洛卡 所 為,1,,,,,
於是 前述 的 心態 和 想法 成為 助燃 的 一 [1]{把} [2]{火},1,,,,,
鄭優 的 一 [1]{把} [2]{火},1,,,,,
接著 燃起 一 [1]{把} [2]{火},1,,,,,
"617,122,名,青年,0.009165994822978973,0.0042532081715762615,Nf,Na",1,y,,,,
雖然 多 [1]{名} 中常委 要求 增列 [2]{青年} 代表,0,,未選緊鄰NP,,,
這 [1]{名} 青島 的 [2]{青年} 被 中國 的 國安 部門 逮捕,1,,,,,
李 女士 發現 這 [1]{名} [2]{青年} 無依無靠,1,,,,,
這 [1]{名} [2]{青年} 終於 圓 了 心願,1,,,,,
這 [1]{名} [2]{青年} 心生不滿,1,,,,,
"618,122,屆,大二,0.0109966229647398,0.004666631575673819,Nf,Na",5,,,,,
將 於 三月 五日 開幕 的 十 [1]{屆} 中國 全 國人 [2]{大二} 次 會議 將 舉辦 多 場 新聞 發佈 會,5,,,,,
中國 大陸 十 [1]{屆} 全 國人 [2]{大二} 次 會議 三月 五日 舉行,5,,,,,
中國 大陸 十 [1]{屆} 全 國人 [2]{大二} 次 會議 今天 上午 在 北京 人民 大會堂 揭幕,5,,,,,
中國 大陸 國務院 總理 溫家寶 今天 上午 在 北京 分別 會見 列席 十 [1]{屆} 全 國人 [2]{大二} 次 會議 的 香港 行政 長官 董 建華 和 澳門 行政 長官 何厚鏵,5,,,,,
在 今年 十 [1]{屆} 全 國人 [2]{大二} 次 會議 上,5,,,,,
"619,122,件,搶案,0.007726556155830622,0.005423962138593197,Nf,Na",1,,,,,
楊榮忠 除了 在 台中市 涉及 數十 [1]{件} [2]{搶案} 外,1,,,,,
平均 一 [1]{件} [2]{搶案} 的 被 害 金額 約 為 日圓 五十六萬,1,,,,,
今天 被 逮捕 前 已 得手 一 [1]{件} [2]{搶案},1,,,,,
第三 [1]{件} [2]{搶案},1,,,,,
這 [1]{件} [2]{搶案} 據傳 是 愛爾蘭 共和軍 團體 所 為,1,,,,,
"620,121,名,嫌犯,0.010767706669867039,0.005607977509498596,Nf,Na",1,,,,,
狄里旺 拒絕 透露 這 [1]{名} 台灣 [2]{嫌犯} 的 姓名,1,,,,,
這 [1]{名} [2]{嫌犯} 的 律師 接受 記者 訪問 時 表示,1,,,,,
這 [1]{名} [2]{嫌犯} 顯然 已 飲彈自盡,1,,,,,
但 這 [1]{名} [2]{嫌犯} 好像 從 人間 蒸發,1,,,,,
調查 這 [1]{名} [2]{嫌犯} 已 有 一段 時日,1,,,,,
"621,120,種,植物,0.011645322665572166,0.005858925636857748,Nf,Na",1,,,,,
另 有 高達 三百一十六 [1]{種} 的 [2]{植物},1,,,,,
沿路 還 有 三十幾 [1]{種} [2]{植物} 的 介紹牌,1,,,,,
威脅 本 地 一百多 [1]{種} [2]{植物},1,,,,,
還 有 六十四 [1]{種} [2]{植物},1,,,,,
會 對 五百 [1]{種} 以上 的 [2]{植物} 造成 危害,1,,,,,
"622,120,隻,黑面琵鷺,0.01369042880833149,0.012242550030350685,Nf,Na",1,,,,,
轉過 身 來 也 可以 欣賞 金城 湖區 內 一 [1]{隻} 前來 度 冬 的 [2]{黑面琵鷺},1,,,,,
滯留 在 台南縣 的 二 [1]{隻} [2]{黑面琵鷺} 亞成鳥,1,,,,,
這 [1]{隻} 在 香港 發現 的 [2]{黑面琵鷺} 左腳 套 有 一 個 黃色 腳環,1,,,,,
今年 紀錄 逾 一千四百 [1]{隻} [2]{黑面琵鷺} 看似 很多,1,,,,,
都 發現 兩 [1]{隻} 沒有 北 返 的 [2]{黑面琵鷺},1,,,,,
"623,119,隻,黑熊,0.018834546208381653,0.010981054976582527,Nf,Na",1,,,,,
十 名 獵人 係 於 八月 三十日 在 魁北克省 北部 打獵 時 射殺 一 [1]{隻} [2]{黑熊},1,,,,,
竟 找 了 一 [1]{隻} 小 [2]{黑熊},1,,,,,
估計 至少 三十 [1]{隻} [2]{黑熊} 受害,1,,,,,
判斷 最少 有 三十 [1]{隻} [2]{黑熊} 因此 受害,1,,,,,
法蘭 斯卡 與 普勞馬 兩 [1]{隻} [2]{黑熊},1,,,,,
"624,119,期,工程,0.005310057196766138,0.00532911391928792,Nf,Na",1,,,,,
砂石車 專用 道 一 [1]{期} [2]{工程} 十六 公里,1,,,,,
二零一七年 嫦娥 三 [1]{期} [2]{工程} 將 可 進行 機器人 月面 取樣 返回 工作,1,,,,,
二零二四年 嫦娥 四 [1]{期} [2]{工程},1,,,,,
其中 一 [1]{期} [2]{工程} 航空 貨運 大 通關 基地 保稅 物流 中心,1,,,,,
更 可 在 一 [1]{期} [2]{工程} 的 基礎 上,1,,,,,
"625,119,塊,淨土,0.008950836956501007,0.00679554371163249,Nf,Na",1,,,,,
以 符合 大自然 方式 珍惜 及 欣賞 南極 這 [1]{塊} 世界 最後 的 [2]{淨土},1,,,,,
苗栗人 千萬 不要 讓 苗栗 這 一 [1]{塊} [2]{淨土} 淪陷,1,,,,,
為了 讓 台灣 這 一 [1]{塊} [2]{淨土} 能夠 保持,1,,,,,
留給 高雄 一 [1]{塊} [2]{淨土},1,,,,,
有時 好不容易 有 一 [1]{塊} 完成 掃雷 的 [2]{淨土},1,,,,,
"626,119,輪,傳動,0.015209597535431385,0.00854420941323042,Nf,Nv",4,,,,,
推入 一 輛 四 [1]{輪} [2]{傳動} 的 黑色 車子,4,,,,,
並 強迫 庇護所 內 的 婦女 坐上 四 [1]{輪} [2]{傳動} 的 豪華 客車,4,,,,,
限定 採購 規格 為 四 [1]{輪} [2]{傳動},4,,,,,
對 耗油 且 造成 嚴重 污染 四 [1]{輪} [2]{傳動} 車輛 的 駕駛人,4,,,,,
這 次 台東縣 消防局 特別 撥 了 一 部 四 [1]{輪} [2]{傳動} 消防 警備車,4,,,,,
"627,119,類,產品,0.0077068316750228405,0.008190697059035301,Nf,Na",1,,,,,
歐盟 委員會 今年 六月 決定 對 該 [1]{類} [2]{產品} 徵收 高達 百分之八 十五點三 的 臨時 反 傾銷稅,1,,,,,
該 [1]{類} [2]{產品} 的 保質期 一般 為 六 到 九 個 月,1,,,,,
被 國際 咖啡 組織 評為 一 [1]{類} [2]{產品},1,,,,,
產業 市場 有 三十一 大 [1]{類} [2]{產品},1,,,,,
國內 食米 市場 目前 同時 存在 小 包裝米 及 散裝米 兩 大 [1]{類} [2]{產品},1,,,,,
"628,118,週年,慶典,0.009460585191845894,0.009573429822921753,Nf,Na",1,,,,,
第一 次 是 去年 十一月 三日 到 巴拿馬 參加 巴拿馬 脫離 哥倫比亞 一百 [1]{週年} [2]{慶典},1,,,,,
正 適逢 佛光山 四十 [1]{週年} [2]{慶典},1,,,,,
尚 福林 是 在 上海 證券 交易所 成立 十五 [1]{週年} [2]{慶典} 上,1,,,,,
孚佑 帝君 成道 一千一百二十六 [1]{週年} [2]{慶典} 在 指南宮 正殿 舉行,1,,,,,
國家 留學 基金 管理 委員會 十 [1]{週年} [2]{慶典} 活動,1,,,,,
"629,118,公克,安非他命,0.010590440593659878,0.010029232129454613,Nf,Na",1,,,,,
警方 在 男嬰 衣服 口袋 內 找到 一點六 [1]{公克} [2]{安非他命},1,,,,,
並 在 李車 上 查扣 八點五 [1]{公克} [2]{安非他命},1,,,,,
當場 起 獲 近 一百 [1]{公克} [2]{安非他命} 等 證物,1,,,,,
發現 內藏 三十一 小 包 共重 一千三百四十七 [1]{公克} 的 [2]{安非他命},1,,,,,
以往 一 [1]{公克} [2]{安非他命},1,,,,,
"630,118,周年,紀念日,0.01482366118580103,0.01240649912506342,Nf,Na",1,,,,,
香港 不少 團體 在 抗戰 勝利 六十 [1]{周年} [2]{紀念日} 前夕,1,,,,,
今天 是 前 民營 俄羅斯 獨立 電台 被 國營 俄羅斯 天然氣 公斯 掌控 五 [1]{周年} [2]{紀念日},1,,,,,
今天 是 毛澤東 等 中共 老一輩 領導人 簽名 倡導 實行 火葬 五十 [1]{周年} [2]{紀念日},1,,,,,
出席 前清 名將 吳長慶 將軍 逝世 一百二十一 [1]{周年} [2]{紀念日} 的 公祭 活動,1,,,,,
今天 是 七七 抗戰 六十九 [1]{周年} [2]{紀念日},1,,,,,
"631,118,包,香菸,0.012740392237901688,0.011222170665860176,Nf,Na",1,,,,,
每 [1]{包} [2]{香菸} 的 健康 捐,1,,,,,
他 每 天 至少 要 抽 一 [1]{包} [2]{香菸},1,,,,,
台灣 每 [1]{包} [2]{香菸} 售價 大約 四十 元 左右,1,,,,,
吸入 有毒 化學 物質 的 數量 等於 每天 吸 一 [1]{包} [2]{香菸},1,,,,,
連署書 建議 選民 將 加州 目前 僅 課徵 每 [1]{包} [2]{香菸} 八十七 美分 的 稅捐 提高 三 倍,1,,,,,
"632,118,公里,追逐賽,0.013606340624392033,0.0064277504570782185,Nf,Na",1,,,,,
新竹市 在 男子 四 [1]{公里} 個 人 [2]{追逐賽} 破 大會 紀錄,1,,,,,
設計 五 [1]{公里} 長 距離 龍舟 [2]{追逐賽},1,,,,,
愛沙尼亞 史蜜根 繼 十二 日 的 十五 [1]{公里} [2]{追逐賽} 之後 再 添 一 金,1,,,,,
費雪 也 在 十二點五 [1]{公里} 個 人 [2]{追逐賽} 摘銅,1,,,,,
在 上 週六 的 冬季 兩 項 女子 十 [1]{公里} [2]{追逐賽} 中 德國 穿金戴銀,1,,,,,
"633,118,團,團員,0.011204325594007969,0.013105695135891438,Nf,Na",1,,,,,
調查局 有沒有 如 媒體 報導 監聽 蘇 起 和 國民黨 連戰 率領 的 和平 之 旅 訪 中 [1]{團} [2]{團員},1,,,,,
共同 協助 照料 全 [1]{團} [2]{團員} 以及 傷患,1,,,,,
全 [1]{團} [2]{團員} 均 獲 國賓 禮遇 通關,1,,,,,
希望 可以 頒發 一 等 堅忍 勳章 給 全 [1]{團} [2]{團員},1,,,,,
同 [1]{團} 女 [2]{團員} 廈門 籍張寶珍,1,,,,,
"634,118,條,通道,0.013511990197002888,0.006685042288154364,Nf,Na",1,,,,,
鹽城 保護區 就 是 這 [1]{條} [2]{通道} 上 關鍵 的 一點,1,,,,,
而 如今 在 台商 創業 基地 裡 就 有 一 [1]{條} 綠色 [2]{通道},1,,,,,
三十四 [1]{條} 聯絡 [2]{通道} 預計 八月 底 可以 完成,1,,,,,
希望 這 [1]{條} 航線 能 發展為 兩岸 媽祖 文化 和 宗教 交流 的 快速 [2]{通道},1,,,,,
其中 包括 雙方 合作 在 中國 建立 一 [1]{條} 空中 巴士 單 [2]{通道} 飛機 總 裝 線 及 可行性 研究,1,,,,,
"635,117,號,窯,0.009821518324315548,0.008527730591595173,Nf,Na",1,,,,,
台泥 三 [1]{號} [2]{窯} 的 煙囪 已 幾乎 成為 花蓮市 的 地標,1,,,,,
以及 四 [1]{號} [2]{窯} 留下 的 成品 陶器,1,,,,,
是 四 [1]{號} [2]{窯} 中 一 隻 完整 陶缽,1,,,,,
今年 台泥 第三 [1]{號} [2]{窯} 暫不 打算 興建,1,,,,,
民航局 於 八十五年 一月 公告 台泥 三 [1]{號} [2]{窯} 煙囪 為 七十六點六 公尺,1,,,,,
"636,117,部,轎車,0.010712920688092709,0.007090758066624403,Nf,Na",1,,,,,
救難 人員 今天 在 遭 坍方 土石 掩埋 的 一 [1]{部} [2]{轎車} 內 救出 一 名 兩 歲 大 幼童,1,,,,,
並且 把 這 [1]{部} 已經 被 踩壞 的 [2]{轎車} 丟到 叢林 裡,1,,,,,
一 [1]{部} [2]{轎車} 疑似 因 匝道 紅燈 亮起 緊急 煞車,1,,,,,
有 一 [1]{部} 停 在 公園 大樓 旁 的 白色 [2]{轎車} 突然 起火 燃燒,1,,,,,
兩 [1]{部} [2]{轎車} 在 攝氏 三十二點四 度 時,1,,,,,
"637,117,名,槍手,0.013254351913928986,0.0068756514228880405,Nf,Na",1,,,,,
這 兩 [1]{名} [2]{槍手} 的 身份 尚未 證實,1,,,,,
但 卻 遭到 六 [1]{名} [2]{槍手} 衝上 船隻,1,,,,,
因此 幾乎 可以 確定 有 兩 [1]{名} [2]{槍手} 涉案,1,,,,,
這 [1]{名} 在 以色列 空襲 行動 中 喪生 的 巴勒斯坦 [2]{槍手},1,,,,,
並且 逮捕 兩 [1]{名} [2]{槍手},1,,,,,
"638,117,名,少年,0.010926556773483753,0.006213967688381672,Nf,Na",1,,,,,
這 [1]{名} [2]{少年} 回到 家鄉 敏 那 斯州,1,,,,,
這 [1]{名} [2]{少年} 在 去年 十二月 借 錢 後,1,,,,,
這 [1]{名} [2]{少年} 送醫 不久 即 宣告 不治,1,,,,,
原來 這 [1]{名} [2]{少年} 缺 錢 回家,1,,,,,
拘捕 這 [1]{名} [2]{少年},1,,,,,
"639,117,公里,速度,0.006407762877643108,0.006465625483542681,Nf,Na",1,,,,,
以 每 小時 十一 [1]{公里} [2]{速度},1,,,,,
威瑪 颶風 正 以 每 小時 約 九 [1]{公里} 的 [2]{速度} 撲 向 墨西哥,1,,,,,
以 每 小時 十一 [1]{公里} [2]{速度},1,,,,,
以 每 小時 十一 [1]{公里} [2]{速度},1,,,,,
並 以 每 小時 十六 [1]{公里} [2]{速度},1,,,,,
"640,117,架,專機,0.012196480296552181,0.008445106446743011,Nf,Na",1,,,,,
兩 [1]{架} 租用 [2]{專機} 每 年 費用 約 一千兩百三十萬 英鎊,1,,,,,
俄羅斯 已 派遣 一 [1]{架} [2]{專機} 前往 約旦 首都 安曼,1,,,,,
一 [1]{架} 總理 [2]{專機} 當然 不可能 撤出 所有 的 僑胞,1,,,,,
未來 還 會 有 七 [1]{架} [2]{專機} 陸續 抵達 巴爾的摩 機場,1,,,,,
第一 [1]{架} 由 澳洲 政府 出資 將 從 黎巴嫩 逃生 澳洲 公民 的 [2]{專機},1,,,,,
